"","X","Date","Primary.Type","Description","Location","Arrest","Domestic","Community.Area","Year","Latitude","Longitude"
"6556628",6556628,"04/13/2008 03:00:00 AM","CRIMINAL DAMAGE","TO VEHICLE","(41.895924911, -87.676245558)","false","false",24,2008,41.89592,-87.67625
"4483385",4483385,"12/21/2003 03:00:00 PM","OTHER OFFENSE","OTHER VEHICLE OFFENSE","(41.712499872, -87.634386401)","false","false",73,2003,41.7,-87.6
"2650316",2650316,"12/01/2010 06:00:00 PM","BATTERY","SIMPLE","(41.671350522, -87.650222861)","false","false",53,2010,41.671350522,-87.650222861
"1465432",1465432,"08/09/2006 02:00:00 PM","CRIMINAL DAMAGE","TO PROPERTY","(41.98818957, -87.80276544)","false","false",10,2006,41.98818957,-87.80276544
"954167",954167,"02/06/2004 11:00:00 PM","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","(41.97690238, -87.754435454)","false","false",12,2004,41.97690238,-87.754435454
"357770",357770,"08/30/2016 08:45:00 PM","CRIMINAL DAMAGE","TO VEHICLE","(41.79333281, -87.785500709)","false","false",56,2016,41.79333281,-87.785500709
"1846262",1846262,"03/01/2001 10:30:00 AM","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","(41.929163519, -87.707777006)","true","false",NA,2001,41.929163519,-87.707777006
"6300957",6300957,"03/29/2009 02:30:00 PM","BURGLARY","FORCIBLE ENTRY","(41.928872028, -87.712215446)","true","false",22,2009,41.92887,-87.71222
"6375562",6375562,"06/23/2009 03:25:00 AM","CRIMINAL DAMAGE","TO STATE SUP PROP","(41.898894391, -87.641246572)","false","false",8,2009,41.89889,-87.64125
"2413857",2413857,"04/05/2010 06:42:00 PM","BATTERY","SIMPLE","(41.690391438, -87.662923799)","true","false",75,2010,41.690391438,-87.662923799
"5522641",5522641,"11/26/2006 10:00:00 AM","THEFT","$500 AND UNDER","(41.771668123, -87.648213733)","false","false",68,2006,41.77167,-87.64821
"515569",515569,"06/07/2017 08:30:00 AM","THEFT","$500 AND UNDER","(41.836953214, -87.72033788)","false","false",30,2017,41.836953214,-87.72033788
"5234008",5234008,"01/11/2006 12:00:00 AM","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","(41.851489445, -87.728593448)","false","false",29,2006,41.85149,-87.72859
"3071970",3071970,"10/08/2012 05:15:00 PM","THEFT","OVER $500","(41.903753563, -87.72389808)","false","true",23,2012,41.903753563,-87.72389808
"4628844",4628844,"05/03/2004 02:15:00 PM","THEFT","RETAIL THEFT","(41.88233367, -87.627841791)","true","false",32,2004,41.9,-87.6
"6064068",6064068,"07/02/2008 08:00:00 AM","THEFT","OVER $500","(41.949444322, -87.705450312)","false","false",16,2008,41.94944,-87.70545
"6501975",6501975,"11/10/2009 10:45:00 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.913199805, -87.699174118)","false","true",24,2009,41.9132,-87.69917
"2307540",2307540,"09/29/2009 06:20:18 PM","CRIMINAL TRESPASS","TO RESIDENCE","(41.796981133, -87.788051454)","false","true",56,2009,41.796981133,-87.788051454
"6421937",6421937,"08/05/2009 02:30:00 PM","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","(41.762451801, -87.668603291)","false","false",67,2009,41.76245,-87.6686
"4164417",4164417,"03/13/2003 08:00:00 PM","THEFT","FROM BUILDING","(41.900743703, -87.6281167)","false","false",8,2003,41.9,-87.6
"6269032",6269032,"02/19/2009 07:10:00 PM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.793924612, -87.673580917)","true","false",61,2009,41.79392,-87.67358
"5740056",5740056,"07/16/2007 11:50:00 PM","ASSAULT","AGGRAVATED: HANDGUN","(41.708985964, -87.608938304)","false","false",49,2007,41.70899,-87.60894
"5511547",5511547,"08/03/2006 10:27:10 AM","NARCOTICS","ATTEMPT POSSESSION NARCOTICS","(41.844112707, -87.628445336)","true","false",35,2006,41.84411,-87.62845
"3500887",3500887,"05/09/2014 07:00:00 PM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.90269834, -87.72311099)","true","false",23,2014,41.90269834,-87.72311099
"471824",471824,"04/04/2017 03:30:00 PM","ASSAULT","SIMPLE","(41.786079418, -87.683821839)","false","false",66,2017,41.786079418,-87.683821839
"4918473",4918473,"01/15/2005 11:30:00 PM","NARCOTICS","POSS: CRACK","(41.885734282, -87.763882058)","true","false",25,2005,41.88573,-87.76388
"3697041",3697041,"02/04/2015 12:00:00 AM","OTHER OFFENSE","HARASSMENT BY TELEPHONE","(41.726179517, -87.643337811)","false","false",73,2015,41.726179517,-87.643337811
"4357448",4357448,"09/02/2003 10:30:00 PM","THEFT","$500 AND UNDER","(41.899205827, -87.705461511)","false","false",24,2003,41.9,-87.7
"5241529",5241529,"01/22/2006 11:50:00 AM","THEFT","RETAIL THEFT","(41.73585412, -87.658739723)","false","false",71,2006,41.73585,-87.65874
"1452023",1452023,"08/06/2012 04:00:00 PM","THEFT","OVER $500","(41.779179421, -87.772767014)","false","false",64,2012,41.779179421,-87.772767014
"1448301",1448301,"07/17/2006 02:20:31 AM","BATTERY","SIMPLE","(41.875548946, -87.745088227)","false","false",25,2006,41.875548946,-87.745088227
"5655718",5655718,"04/17/2007 08:00:00 AM","CRIMINAL DAMAGE","TO PROPERTY","(41.797996864, -87.677367916)","false","false",61,2007,41.798,-87.67737
"3241894",3241894,"04/29/2013 11:25:00 AM","WEAPONS VIOLATION","UNLAWFUL USE OTHER DANG WEAPON","(41.89773632, -87.746724879)","false","false",25,2013,41.89773632,-87.746724879
"1545311",1545311,"03/03/2007 12:30:00 PM","DECEPTIVE PRACTICE","UNLAWFUL USE OF RECORDED SOUND","(41.965391262, -87.6581217)","true","false",3,2007,41.965391262,-87.6581217
"4233436",4233436,"06/02/2003 09:40:00 PM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.865146994, -87.733707291)","true","false",29,2003,41.9,-87.7
"5623515",5623515,"10/31/2006 11:00:00 PM","THEFT","FROM BUILDING","(41.742789033, -87.684478158)","false","false",70,2006,41.74279,-87.68448
"3742679",3742679,"02/20/2002 11:48:00 AM","NARCOTICS","POSS: CRACK","(41.874970614, -87.684582256)","true","false",NA,2002,41.874970614,-87.684582256
"677556",677556,"02/13/2002 09:41:44 AM","CRIMINAL TRESPASS","TO LAND","(41.692358646, -87.623096746)","true","false",NA,2002,41.692358646,-87.623096746
"2572210",2572210,"08/30/2010 12:50:00 AM","BATTERY","AGGRAVATED PO: KNIFE/CUT INSTR","(41.896180844, -87.713898673)","true","false",23,2010,41.896180844,-87.713898673
"6005951",6005951,"04/25/2008 09:15:47 PM","WEAPONS VIOLATION","UNLAWFUL USE OTHER DANG WEAPON","(41.839786014, -87.73294226)","true","false",30,2008,41.83979,-87.73294
"6054161",6054161,"06/26/2008 02:09:57 PM","BURGLARY","FORCIBLE ENTRY","(41.890034042, -87.773271608)","false","false",25,2008,41.89003,-87.77327
"4688790",4688790,"06/27/2004 08:55:00 PM","BATTERY","AGGRAVATED:KNIFE/CUTTING INSTR","(41.97008868, -87.762690091)","false","false",11,2004,42,-87.8
"68717",68717,"06/27/2015 02:32:00 AM","OTHER OFFENSE","PAROLE VIOLATION","(41.709005131, -87.560895662)","true","false",51,2015,41.709005131,-87.560895662
"4854471",4854471,"12/05/2004 09:00:00 PM","CRIMINAL DAMAGE","TO VEHICLE","(41.95275047, -87.802684473)","false","false",17,2004,41.95275,-87.80268
"1489204",1489204,"11/03/2006 03:00:00 AM","THEFT","$500 AND UNDER","(41.925226238, -87.662683065)","false","false",7,2006,41.925226238,-87.662683065
"3966527",3966527,"09/30/2002 01:00:00 PM","OTHER OFFENSE","OTHER VEHICLE OFFENSE","(41.79863984, -87.604647155)","false","false",41,2002,41.79863984,-87.604647155
"4193749",4193749,"04/23/2003 03:15:00 PM","NARCOTICS","POSS: CRACK","(41.728969698, -87.599793306)","true","false",47,2003,41.7,-87.6
"2035283",2035283,"07/18/2001 09:21:22 AM","PROSTITUTION","SOLICIT ON PUBLIC WAY","(41.808344646, -87.696717386)","true","false",NA,2001,41.808344646,-87.696717386
"3727031",3727031,"02/08/2002 07:40:00 PM","CRIMINAL TRESPASS","TO STATE SUP LAND","(41.899472338, -87.638793981)","true","false",NA,2002,41.899472338,-87.638793981
"1627575",1627575,"04/19/2014 04:15:00 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.810396206, -87.667942778)","false","true",61,2014,41.810396206,-87.667942778
"5858410",5858410,"11/12/2007 04:15:00 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.941553389, -87.74778633)","false","true",15,2007,41.94155,-87.74779
"344676",344676,"08/13/2016 09:00:00 PM","THEFT","$500 AND UNDER","(41.94516291, -87.654266052)","false","false",6,2016,41.94516291,-87.654266052
"4811452",4811452,"10/20/2004 05:00:00 PM","THEFT","FROM BUILDING","(41.885347387, -87.627929824)","false","false",32,2004,41.88535,-87.62793
"5792539",5792539,"09/01/2007 02:35:00 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.785165497, -87.714125094)","false","true",65,2007,41.78517,-87.71413
"6498407",6498407,"11/06/2009 09:15:00 PM","ASSAULT","AGGRAVATED:KNIFE/CUTTING INSTR","(41.970936264, -87.839564117)","true","true",76,2009,41.97094,-87.83956
"4634404",4634404,"05/08/2004 07:31:59 PM","CRIMINAL TRESPASS","TO LAND","(41.878227412, -87.626807395)","true","false",32,2004,41.9,-87.6
"5658273",5658273,"04/24/2007 09:15:00 AM","ASSAULT","SIMPLE","(41.879633871, -87.707973888)","false","false",NA,2007,41.87963,-87.70797
"2771217",2771217,"08/02/2003 08:30:00 PM","ASSAULT","SIMPLE","","false","false",22,2003,NA,NA
"4838812",4838812,"11/13/2004 09:47:25 PM","BATTERY","SIMPLE","(41.817468354, -87.62305508)","false","false",38,2004,41.81747,-87.62306
"4445595",4445595,"11/14/2003 12:00:00 AM","ASSAULT","AGGRAVATED: HANDGUN","(41.898048078, -87.721278297)","false","false",23,2003,41.9,-87.7
"2990636",2990636,"02/27/2012 06:00:00 PM","BATTERY","SIMPLE","(41.897359112, -87.641950014)","true","true",8,2012,41.897359112,-87.641950014
"4335233",4335233,"08/14/2003 01:20:00 PM","THEFT","ATTEMPT THEFT","(41.754209909, -87.550433015)","true","false",43,2003,41.8,-87.6
"198085",198085,"01/02/2016 05:09:00 PM","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","(41.892505345, -87.626304822)","false","false",8,2016,41.892505345,-87.626304822
"3147184",3147184,"01/02/2013 08:00:00 PM","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","(41.750905926, -87.555303247)","false","true",46,2013,41.750905926,-87.555303247
"2756137",2756137,"05/14/2011 10:30:00 PM","INTERFERENCE WITH PUBLIC OFFICER","OBSTRUCTING JUSTICE","(41.737263008, -87.560850253)","true","false",46,2011,41.737263008,-87.560850253
"5128242",5128242,"08/14/2005 03:40:44 PM","NARCOTICS","POSS: HEROIN(WHITE)","(41.825215134, -87.615503153)","true","false",35,2005,41.82522,-87.6155
"612658",612658,"10/25/2017 03:10:00 PM","ASSAULT","AGGRAVATED: HANDGUN","(41.677580577, -87.658653126)","false","false",53,2017,41.677580577,-87.658653126
"3829001",3829001,"05/28/2002 10:30:00 PM","ASSAULT","SIMPLE","(41.814831598, -87.695633346)","false","false",58,2002,41.814831598,-87.695633346
"5777936",5777936,"08/23/2007 02:00:00 PM","ASSAULT","SIMPLE","(41.900505589, -87.699285044)","false","false",24,2007,41.90051,-87.69929
"1018909",1018909,"08/03/2004 12:00:00 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.973626948, -87.66098404)","false","true",3,2004,41.973626948,-87.66098404
"2079121",2079121,"08/21/2001 01:58:00 AM","NARCOTICS","POSS: CRACK","(41.853906985, -87.623991828)","true","false",NA,2001,41.853906985,-87.623991828
"4430304",4430304,"11/03/2003 03:00:00 PM","THEFT","$500 AND UNDER","(41.939190606, -87.719414831)","false","false",21,2003,41.9,-87.7
"1526111",1526111,"03/25/2007 02:00:00 AM","BATTERY","SIMPLE","(41.782724127, -87.658285329)","true","false",67,2007,41.782724127,-87.658285329
"1618225",1618225,"10/27/2007 05:00:00 PM","BURGLARY","FORCIBLE ENTRY","(41.981919629, -87.710048756)","false","false",13,2007,41.981919629,-87.710048756
"5428655",5428655,"08/15/2006 02:43:46 PM","THEFT","RETAIL THEFT","(41.880362084, -87.755847438)","false","false",25,2006,41.88036,-87.75585
"2172261",2172261,"10/29/2001 10:30:00 PM","OTHER OFFENSE","TELEPHONE THREAT","(41.694913658, -87.640182644)","false","true",NA,2001,41.694913658,-87.640182644
"1826826",1826826,"02/10/2001 06:45:00 AM","PROSTITUTION","SOLICIT ON PUBLIC WAY","(41.906248448, -87.72655975)","true","false",NA,2001,41.906248448,-87.72655975
"6036090",6036090,"06/05/2008 09:30:00 AM","ASSAULT","SIMPLE","(41.858514771, -87.715194702)","false","false",29,2008,41.85851,-87.71519
"5446813",5446813,"09/03/2006 09:45:00 PM","THEFT","OVER $500","(41.80215809, -87.612052585)","false","false",40,2006,41.80216,-87.61205
"3760716",3760716,"03/20/2002 04:15:00 PM","THEFT","$500 AND UNDER","(41.814355314, -87.703814789)","false","false",NA,2002,41.814355314,-87.703814789
"6231971",6231971,"01/02/2009 02:50:00 AM","MOTOR VEHICLE THEFT","THEFT/RECOVERY: AUTOMOBILE","(41.979479894, -87.697512868)","false","false",4,2009,41.97948,-87.69751
"1651032",1651032,"12/18/2007 09:00:00 AM","MOTOR VEHICLE THEFT","AUTOMOBILE","(41.743199209, -87.624317581)","false","false",44,2007,41.743199209,-87.624317581
"4118234",4118234,"02/24/2003 08:00:00 PM","BATTERY","SIMPLE","(41.703037749, -87.602669826)","false","true",50,2003,41.703037749,-87.602669826
"1708178",1708178,"06/22/2008 07:32:33 PM","BURGLARY","FORCIBLE ENTRY","(42.000841055, -87.668037273)","false","false",1,2008,42.000841055,-87.668037273
"2799591",2799591,"06/29/2011 02:35:00 PM","THEFT","$500 AND UNDER","(41.919462407, -87.730296326)","false","false",20,2011,41.919462407,-87.730296326
"3864529",3864529,"06/29/2002 02:40:00 AM","THEFT","$500 AND UNDER","(41.978890273, -87.692645697)","false","false",4,2002,41.978890273,-87.692645697
"2019141",2019141,"07/12/2001 03:00:00 PM","CRIMINAL DAMAGE","TO VEHICLE","(41.880846331, -87.720608906)","false","false",NA,2001,41.880846331,-87.720608906
"351178",351178,"08/22/2016 08:10:00 PM","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","(41.875254899, -87.72654824)","false","false",26,2016,41.875254899,-87.72654824
"121585",121585,"09/06/2015 09:00:00 AM","THEFT","FROM BUILDING","(41.702154047, -87.563980453)","false","false",51,2015,41.702154047,-87.563980453
"6199091",6199091,"11/20/2008 06:15:00 PM","ASSAULT","SIMPLE","(41.774335654, -87.641813752)","false","false",68,2008,41.77434,-87.64181
"4119413",4119413,"03/03/2003 07:30:00 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.648201137, -87.544250081)","true","false",55,2003,41.648201137,-87.544250081
"5793977",5793977,"09/09/2007 07:50:00 PM","NARCOTICS","SOLICIT NARCOTICS ON PUBLICWAY","(41.88507176, -87.706242585)","true","false",27,2007,41.88507,-87.70624
"4212452",4212452,"05/23/2003 06:45:00 PM","THEFT","FROM BUILDING","(41.876596598, -87.652120991)","false","false",28,2003,41.9,-87.7
"3738037",3738037,"02/22/2002 02:02:00 PM","ASSAULT","AGGRAVATED: HANDGUN","(41.774247323, -87.647680371)","false","true",NA,2002,41.774247323,-87.647680371
"3495937",3495937,"04/25/2014 02:54:00 AM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.79346293, -87.649998606)","false","true",68,2014,41.79346293,-87.649998606
"2517094",2517094,"07/10/2010 12:40:00 PM","THEFT","RETAIL THEFT","(41.965943826, -87.657821704)","true","false",3,2010,41.965943826,-87.657821704
"2387136",2387136,"03/11/2010 06:30:00 PM","ROBBERY","STRONGARM - NO WEAPON","(41.700368023, -87.6233272)","false","false",49,2010,41.700368023,-87.6233272
"3307744",3307744,"07/10/2013 06:00:00 AM","BURGLARY","FORCIBLE ENTRY","(41.9526598, -87.704312201)","false","false",16,2013,41.9526598,-87.704312201
"1808860",1808860,"02/01/2001 02:30:00 PM","ROBBERY","STRONGARM - NO WEAPON","(41.882413057, -87.760433947)","false","false",NA,2001,41.882413057,-87.760433947
"393148",393148,"10/21/2016 01:40:00 PM","CRIMINAL DAMAGE","TO PROPERTY","(41.909809129, -87.732044074)","false","false",23,2016,41.909809129,-87.732044074
"5231802",5231802,"11/06/2005 11:25:00 AM","NARCOTICS","ATTEMPT POSSESSION NARCOTICS","(41.867123749, -87.721389788)","true","false",29,2005,41.86712,-87.72139
"5824098",5824098,"10/06/2007 08:55:00 AM","ROBBERY","VEHICULAR HIJACKING","(41.953721235, -87.723017897)","true","false",16,2007,41.95372,-87.72302
"6081388",6081388,"07/23/2008 10:00:00 PM","CRIMINAL DAMAGE","TO VEHICLE","(41.790350565, -87.622357111)","false","false",40,2008,41.79035,-87.62236
"4802575",4802575,"09/02/2004 06:14:47 PM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.793133141, -87.730821849)","true","false",62,2004,41.79313,-87.73082
"2275955",2275955,"04/10/2009 02:00:00 PM","OTHER OFFENSE","TELEPHONE THREAT","(41.911154704, -87.687243255)","false","false",24,2009,41.911154704,-87.687243255
"6557093",6557093,"07/08/2008 03:00:00 PM","MOTOR VEHICLE THEFT","AUTOMOBILE","(41.946655022, -87.703231701)","false","false",16,2008,41.94666,-87.70323
"5562129",5562129,"09/30/2006 10:45:47 PM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.877019038, -87.731161842)","true","false",26,2006,41.87702,-87.73116
"3442764",3442764,"12/15/2013 08:10:00 AM","BATTERY","SIMPLE","(41.881917163, -87.755121029)","false","false",25,2013,41.881917163,-87.755121029
"2715292",2715292,"04/02/2011 08:20:00 PM","THEFT","OVER $500","(41.885428814, -87.661648848)","false","false",28,2011,41.885428814,-87.661648848
"4959282",4959282,"04/01/2005 07:00:00 PM","ASSAULT","SIMPLE","(41.778733711, -87.669076775)","false","true",67,2005,41.77873,-87.66908
"5590424",5590424,"02/09/2007 12:10:00 PM","OTHER OFFENSE","OTHER CRIME INVOLVING PROPERTY","(41.886303497, -87.714765311)","false","false",27,2007,41.8863,-87.71477
"1770141",1770141,"12/31/2015 02:55:00 PM","ASSAULT","SIMPLE","(41.775307071, -87.762704257)","false","false",64,2015,41.775307071,-87.762704257
"2578516",2578516,"09/04/2010 03:00:00 AM","BATTERY","SIMPLE","(41.969044846, -87.658300072)","false","false",3,2010,41.969044846,-87.658300072
"5740216",5740216,"07/14/2007 03:00:00 AM","ROBBERY","STRONGARM - NO WEAPON","(41.93076462, -87.805850841)","false","false",18,2007,41.93076,-87.80585
"1702425",1702425,"04/01/2008 09:00:00 AM","THEFT","FINANCIAL ID THEFT: OVER $300","(41.899701138, -87.667696009)","false","false",24,2008,41.899701138,-87.667696009
"3288884",3288884,"06/18/2013 11:30:00 AM","BURGLARY","FORCIBLE ENTRY","(41.78345662, -87.610872595)","false","false",42,2013,41.78345662,-87.610872595
"5824871",5824871,"10/05/2007 02:10:00 PM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.779017533, -87.649627702)","true","false",68,2007,41.77902,-87.64963
"3599777",3599777,"09/06/2014 05:30:00 PM","MOTOR VEHICLE THEFT","TRUCK, BUS, MOTOR HOME","(41.924452852, -87.729525431)","false","false",20,2014,41.924452852,-87.729525431
"4232082",4232082,"06/09/2003 01:14:00 AM","BURGLARY","FORCIBLE ENTRY","(41.686263587, -87.620011628)","true","false",49,2003,41.7,-87.6
"3783664",3783664,"04/06/2002 08:30:00 PM","THEFT","ATTEMPT THEFT","(41.899671728, -87.62828277)","false","false",NA,2002,41.899671728,-87.62828277
"2501139",2501139,"06/25/2010 06:35:00 PM","ASSAULT","SIMPLE","(41.722362598, -87.58382047)","false","false",51,2010,41.722362598,-87.58382047
"1349112",1349112,"04/17/2012 04:45:00 PM","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES","(41.779975054, -87.630937377)","true","false",68,2012,41.779975054,-87.630937377
"4434965",4434965,"11/06/2003 06:45:00 PM","THEFT","$500 AND UNDER","(41.692836306, -87.604275485)","false","false",50,2003,41.7,-87.6
"3355873",3355873,"08/26/2013 12:30:00 PM","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","(41.9225978, -87.657158382)","false","false",7,2013,41.9225978,-87.657158382
"5123811",5123811,"09/12/2005 11:53:00 PM","ROBBERY","ARMED: HANDGUN","(41.866202226, -87.723039647)","true","false",29,2005,41.8662,-87.72304
"6107826",6107826,"08/18/2008 09:15:00 AM","DECEPTIVE PRACTICE","ILLEGAL USE CASH CARD","(41.782413976, -87.658277583)","false","false",67,2008,41.78241,-87.65828
"675901",675901,"02/09/2002 05:10:00 AM","BATTERY","SIMPLE","(41.974085476, -87.657754064)","false","false",NA,2002,41.974085476,-87.657754064
"1825429",1825429,"02/06/2001 04:00:00 PM","ASSAULT","SIMPLE","(41.878771213, -87.72464959)","false","false",NA,2001,41.878771213,-87.72464959
"1676152",1676152,"03/29/2008 04:30:00 AM","THEFT","$500 AND UNDER","(41.699676472, -87.639505331)","false","false",49,2008,41.699676472,-87.639505331
"5104439",5104439,"08/23/2005 11:30:00 AM","BATTERY","SIMPLE","(41.854947678, -87.674308606)","false","false",31,2005,41.85495,-87.67431
"4013278",4013278,"11/15/2002 07:00:00 AM","THEFT","OVER $500","(41.80462016, -87.684368169)","false","false",63,2002,41.80462016,-87.684368169
"16297",16297,"04/13/2015 03:05:00 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.933826441, -87.722134453)","true","true",21,2015,41.933826441,-87.722134453
"3982134",3982134,"10/08/2002 01:35:00 PM","BATTERY","SIMPLE","(41.792048287, -87.797092252)","false","false",56,2002,41.792048287,-87.797092252
"1171857",1171857,"01/29/2011 10:00:00 AM","BATTERY","SIMPLE","(41.874288556, -87.725441164)","false","false",26,2011,41.874288556,-87.725441164
"96262",96262,"08/04/2015 06:30:00 PM","ROBBERY","ARMED: HANDGUN","(41.890300993, -87.763386087)","false","true",25,2015,41.890300993,-87.763386087
"4744847",4744847,"08/13/2004 07:00:07 PM","NARCOTICS","POSS: CRACK","(41.893112395, -87.751604324)","true","false",25,2004,41.9,-87.8
"6524745",6524745,"12/07/2009 11:15:00 PM","ROBBERY","ARMED: HANDGUN","(41.900704994, -87.77410771)","false","false",25,2009,41.9007,-87.77411
"3742224",3742224,"02/27/2002 03:00:03 PM","BATTERY","SIMPLE","(41.780500767, -87.69221554)","false","false",NA,2002,41.780500767,-87.69221554
"1491486",1491486,"11/11/2006 08:00:00 AM","THEFT","OVER $500","(41.903300195, -87.67030349)","false","false",24,2006,41.903300195,-87.67030349
"5178044",5178044,"11/06/2005 05:03:13 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.993270673, -87.656911137)","false","false",77,2005,41.99327,-87.65691
"6551240",6551240,"02/19/2007 05:30:00 AM","MOTOR VEHICLE THEFT","AUTOMOBILE","(41.860291693, -87.710372301)","false","false",29,2007,41.86029,-87.71037
"3300241",3300241,"07/01/2013 05:08:00 PM","OTHER OFFENSE","TELEPHONE THREAT","(41.734878391, -87.552756193)","false","false",46,2013,41.734878391,-87.552756193
"4546624",4546624,"02/13/2004 11:00:00 PM","THEFT","FROM BUILDING","(41.872894484, -87.627560076)","false","false",32,2004,41.9,-87.6
"3315154",3315154,"07/17/2013 10:00:00 PM","CRIMINAL DAMAGE","TO PROPERTY","(41.914483878, -87.698140017)","false","false",22,2013,41.914483878,-87.698140017
"4755097",4755097,"08/27/2004 04:30:00 PM","CRIMINAL DAMAGE","TO PROPERTY","(41.764319754, -87.645601453)","false","false",68,2004,41.8,-87.6
"2165872",2165872,"10/23/2001 02:00:00 PM","THEFT","$500 AND UNDER","(41.930842052, -87.788349809)","true","false",NA,2001,41.930842052,-87.788349809
"2489046",2489046,"06/14/2010 09:20:00 PM","THEFT","POCKET-PICKING","(41.885503844, -87.627935448)","false","false",32,2010,41.885503844,-87.627935448
"3197896",3197896,"03/07/2013 04:50:00 PM","BATTERY","SIMPLE","(41.91817432, -87.648857137)","false","false",7,2013,41.91817432,-87.648857137
"2091924",2091924,"09/01/2001 01:35:00 AM","BATTERY","SIMPLE","(41.760928684, -87.589789746)","true","true",NA,2001,41.760928684,-87.589789746
"1366493",1366493,"05/06/2012 02:00:00 AM","ROBBERY","STRONGARM - NO WEAPON","(41.919863513, -87.692384042)","false","false",22,2012,41.919863513,-87.692384042
"862966",862966,"07/02/2003 12:25:25 PM","BATTERY","DOMESTIC BATTERY SIMPLE","(41.744203434, -87.666926402)","false","true",71,2003,41.744203434,-87.666926402
"2218800",2218800,"11/28/2001 10:08:30 PM","NARCOTICS","POSS: CRACK","(41.816394151, -87.631342962)","true","false",NA,2001,41.816394151,-87.631342962
"4691252",4691252,"06/27/2004 03:00:00 PM","MOTOR VEHICLE THEFT","ATT: AUTOMOBILE","(41.752357727, -87.612533433)","false","false",69,2004,41.8,-87.6
"697105",697105,"03/16/2002 09:57:42 AM","THEFT","OVER $500","(41.901470428, -87.717737595)","false","false",NA,2002,41.901470428,-87.717737595
"4982969",4982969,"04/29/2005 10:45:00 PM","CRIMINAL DAMAGE","TO VEHICLE","(41.797127158, -87.759987594)","false","false",56,2005,41.79713,-87.75999
"2860173",2860173,"08/25/2011 06:00:00 PM","CRIMINAL DAMAGE","TO VEHICLE","(41.707516046, -87.538914409)","false","false",52,2011,41.707516046,-87.538914409
"656728",656728,"01/14/2018 12:55:00 PM","THEFT","RETAIL THEFT","(41.757614433, -87.586115266)","false","false",43,2018,41.757614433,-87.586115266
"5342201",5342201,"03/12/2006 11:30:00 AM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.851684365, -87.634774508)","true","false",34,2006,41.85168,-87.63477
"1530256",1530256,"02/26/2007 02:39:47 PM","NARCOTICS","MANU/DEL:CANNABIS OVER 10 GMS","(41.748803578, -87.599054513)","true","false",44,2007,41.748803578,-87.599054513
"4723210",4723210,"07/29/2004 12:00:00 AM","CRIMINAL TRESPASS","TO LAND","(41.755633717, -87.644173224)","true","false",71,2004,41.8,-87.6
"4585760",4585760,"03/22/2004 08:45:00 PM","NARCOTICS","POSS: CANNABIS 30GMS OR LESS","(41.773130852, -87.664046204)","true","false",67,2004,41.8,-87.7
"4684026",4684026,"05/26/2004 02:30:00 PM","NARCOTICS","FORFEIT PROPERTY","(41.868180939, -87.709271389)","true","false",29,2004,41.9,-87.7
"2270157",2270157,"11/16/2001 05:00:00 PM","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","(41.941505637, -87.827838114)","false","false",NA,2001,41.941505637,-87.827838114
"1487637",1487637,"10/29/2006 10:00:00 AM","CRIMINAL DAMAGE","TO PROPERTY","(41.770077885, -87.62181486)","false","false",69,2006,41.770077885,-87.62181486
"3075120",3075120,"10/11/2012 09:00:00 PM","BURGLARY","FORCIBLE ENTRY","(41.778142147, -87.701895988)","false","false",66,2012,41.778142147,-87.701895988
"3642596",3642596,"11/05/2014 06:00:00 AM","BATTERY","SIMPLE","(41.64792426, -87.614148778)","false","false",54,2014,41.64792426,-87.614148778
"2975854",2975854,"02/08/2012 06:55:00 AM","BURGLARY","FORCIBLE ENTRY","(41.851148038, -87.714983008)","true","false",30,2012,41.851148038,-87.714983008
"282742",282742,"05/18/2016 07:45:00 PM","THEFT","$500 AND UNDER","(41.924671098, -87.639909759)","false","false",7,2016,41.924671098,-87.639909759
